,country_left,genre,is_presale,max_tickets,num_markets,price_max,price_min,sold_out,state,subgenre,venue_name_left,Unnamed: 0_y,Venue,City,Capacity,popularity_sk,headliner,support,metro_area,country_right,city_name,days_to_event
410020,US,Rock,1,50,1.0,31.0,31.0,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.008476000000000001,Dave Mason,Steve Cropper,Seattle,US,Seattle,100
64229,US,Rock,1,6,4.0,109.0,49.0,0.0,CT,Alternative Rock,Mohegan Sun Arena,121.0,Mohegan Sun Arena,Uncasville,"12,000",0.131886,Foreigner,none,Providence,US,Uncasville,48
332468,US,Hip-Hop/Rap,0,50,2.0,107.0,39.0,0.0,TN,French Rap,FedExForum,549.0,FedExForum,Memphis,"19,000",0.003927,JoJo Siwa,The Belles Official,Memphis,US,Memphis,71
226276,US,Metal,0,50,3.0,33.5,33.5,0.0,NY,Nu-Metal,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.014968,Tinariwen,none,New York,US,New York,57
186036,US,Other,0,6,2.0,40.0,30.0,0.0,ME,Other,State Theatre,289.0,State Theatre,Portland,"1,870",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,126
186212,US,Other,0,6,2.0,40.0,30.0,0.0,ME,Other,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,126
199050,US,Rock,1,50,2.0,499.95,49.95,0.0,NJ,Pop,Boardwalk Hall,405.0,Boardwalk Hall,Atlantic City,"14,770",0.15529400000000002,Jonas Brothers,Bebe Rexha,Philadelphia,US,Atlantic City,195
230715,US,Rock,1,50,2.0,103.0,35.0,0.0,NC,Pop,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.130142,The Head and the Heart,The Moondoggies,Raleigh,US,Raleigh,172
63035,US,Rock,1,8,4.0,59.0,39.0,0.0,CT,Pop,Mohegan Sun Arena,121.0,Mohegan Sun Arena,Uncasville,"12,000",0.131886,Foreigner,none,Providence,US,Uncasville,216
314867,US,Rock,1,50,1.0,30.0,30.0,0.0,MO,Pop,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.008812,Ludo,none,St Louis,US,St Louis,113
357255,US,Dance/Electronic,1,50,2.0,126.5,46.5,0.0,UT,Witchstep,Vivint Smart Home Arena,614.0,Vivint Smart Home Arena,Salt Lake City,"15,000 ",0.000595,Utah Symphony,Thierry Fischer,Salt Lake City,US,Salt Lake City,280
188109,US,Rock,1,50,1.0,449.0,79.0,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.634638,Lady Gaga,none,Las Vegas,US,Las Vegas,366
228016,US,R&B,1,50,3.0,27.0,27.0,0.0,NY,R&B,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.045176999999999995,Cigarettes After Sex,none,New York,US,New York,117
186974,US,Pop,1,50,1.0,96.0,36.5,0.0,NE,Pop,Pinnacle Bank Arena,376.0,Pinnacle Bank Arena,Lincoln,"14,620 ",0.390898,Guns N' Roses,none,Lincoln,US,Lincoln,234
150624,US,Rock,1,50,2.0,314.5,29.0,0.0,IN,Pop,Bankers Life Fieldhouse,220.0,Bankers Life Fieldhouse,Indianapolis,"19,000",0.184954,Cardi B,Kevin Gates,Indianapolis,US,Indianapolis,301
291303,US,Country,1,50,1.0,127.5,49.5,0.0,MN,Country,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.023978,Trisha Yearwood,none,Twin Cities,US,Minneapolis,141
290853,US,Country,1,50,1.0,127.5,49.5,0.0,MN,Country,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.023978,Trisha Yearwood,none,Twin Cities,US,Minneapolis,141
290604,US,Country,1,50,1.0,127.5,49.5,0.0,MN,Country,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.023978,Trisha Yearwood,none,Twin Cities,US,Minneapolis,141
169823,US,Rock,1,4,1.0,120.0,75.0,0.0,LA,Pop,Raising Cane's River Center Arena,265.0,Raising Cane's River Center Arena,Baton Rouge,"8,900 ",0.024112,Lauren Daigle,AHI,Baton Rouge,US,Baton Rouge,112
135242,US,Rock,1,50,2.0,156.95,36.95,0.0,IL,Pop,Peoria Civic Center,212.0,Peoria Civic Center,Peoria,"12,036",0.001155,The Fab Four,none,Aurora,US,Peoria,167
29416,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
29264,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,84.0,Orpheum Theatre,San Francisco,"2,203",0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
29112,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
28960,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,21.0,Orpheum Theatre,Phoenix,"1,364",0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
29568,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
29720,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
30024,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
29872,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.003867,Mijares,none,Los Angeles,US,Los Angeles,106
287702,US,Latin,0,50,1.0,144.0,41.5,0.0,MN,Latin,State Theatre,289.0,State Theatre,Portland,"1,870",0.30341399999999996,Avril Lavigne,Jagwar Twin,Twin Cities,US,Minneapolis,227
287901,US,Latin,0,50,1.0,144.0,41.5,0.0,MN,Latin,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.30341399999999996,Avril Lavigne,Jagwar Twin,Twin Cities,US,Minneapolis,227
281718,US,Rock,1,50,1.0,251.5,40.5,0.0,MN,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.12858499999999998,Toto,none,Twin Cities,US,Minneapolis,95
281527,US,Rock,1,50,1.0,251.5,40.5,0.0,MN,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",0.12858499999999998,Toto,none,Twin Cities,US,Minneapolis,95
241234,US,Rock,0,6,1.0,29.5,29.5,0.0,OH,Pop,Express Live!,497.0,Express Live!,Columbus,"5,000",0.021301,Lizzo,Ally Brooke,Columbus,US,Columbus,114
307351,US,Rock,1,50,1.0,35.0,30.0,0.0,MO,Pop,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.008812,Ludo,none,St Louis,US,St Louis,85
31963,US,Rock,0,50,1.0,149.95,124.95,0.0,CA,Pop,Honda Center,33.0,Honda Center,Anaheim,"18,325 ",0.474684,Ariana Grande,Social House,Los Angeles,US,Anaheim,165
15272,US,Rock,1,50,1.0,279.95,59.95,0.0,CA,Pop,Honda Center,33.0,Honda Center,Anaheim,"18,325 ",0.474684,Ariana Grande,Social House,Los Angeles,US,Anaheim,165
152643,US,Rock,1,50,1.0,97.5,37.5,0.0,IN,Alternative Rock,Allen County War Memorial Coliseum,218.0,Allen County War Memorial Coliseum,Fort Wayne,"11,000",0.237156,Luke Bryan,Cole Swindell,Fort Wayne,US,Fort Wayne,243
187305,US,Metal,1,8,1.0,96.5,26.5,0.0,NE,Nu-Metal,Pinnacle Bank Arena,376.0,Pinnacle Bank Arena,Lincoln,"14,620 ",0.003927,JoJo Siwa,The Belles Official,Lincoln,US,Lincoln,169
130579,US,World,0,50,1.0,55.0,25.0,0.0,HI,Hawaiian,Waikiki Shell,185.0,Waikiki Shell,Honolulu,"8,400",0.09162200000000001,Tribal Seeds,Matisyahu,Honolulu,US,Honolulu,119
155926,US,Country,1,50,1.0,57.75,23.0,0.0,IN,Country,Allen County War Memorial Coliseum,218.0,Allen County War Memorial Coliseum,Fort Wayne,"11,000",0.08140399999999999,Chris Young,Eli Young Band,Fort Wayne,US,Fort Wayne,125
233990,US,Reggae,1,50,2.0,35.0,27.5,0.0,NC,Reggae,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.130142,The Head and the Heart,The Moondoggies,Raleigh,US,Raleigh,229
182366,US,Rock,0,6,2.0,32.0,32.0,0.0,ME,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,112
182543,US,Rock,0,6,2.0,32.0,32.0,0.0,ME,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,112
307491,US,Rock,1,50,2.0,175.0,55.0,0.0,MO,Pop,Uptown Theater,359.0,Uptown Theater,Kansas City,"1,700",0.01261,Ashe,Charlie Burg,Kansas City,US,Kansas City,140
188108,US,Rock,1,50,1.0,549.0,99.0,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.634638,Lady Gaga,none,Las Vegas,US,Las Vegas,366
184978,US,Folk,0,6,2.0,28.0,28.0,0.0,ME,Indie Folk,State Theatre,289.0,State Theatre,Portland,"1,870",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,126
185158,US,Folk,0,6,2.0,28.0,28.0,0.0,ME,Indie Folk,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,126
356912,US,Rock,1,50,2.0,496.95,51.95,0.0,UT,Pop,Vivint Smart Home Arena,614.0,Vivint Smart Home Arena,Salt Lake City,"15,000 ",0.016062,Face To Face,Lagwagon,Salt Lake City,US,Salt Lake City,144
223646,US,Rock,1,50,3.0,25.0,25.0,0.0,NY,Alternative Rock,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.026593000000000002,The Waterboys,none,New York,US,New York,101
239911,US,Country,1,4,1.0,221.5,16.5,0.0,OH,Country,Riverbend Music Center,490.0,Riverbend Music Center,Cincinnati,"20,500",0.005838,Carly Pearce,none,Cincinnati,US,Cincinnati,111
254613,US,Religious,1,50,1.0,72.5,24.5,0.0,OK,Gospel,Chesapeake Energy Arena,483.0,Chesapeake Energy Arena,Oklahoma City,"19,000",0.082637,Alan Jackson,William Michael Morgan,Oklahoma City,US,Oklahoma City,78
12937,US,Rock,1,50,1.0,150.0,40.5,0.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.06154,Michael Franti & Spearhead,Devon Gilfillian,SF Bay Area,US,Oakland,63
342725,US,Pop,1,50,1.0,124.0,34.0,0.0,TX,Pop,American Airlines Center,575.0,American Airlines Center,Dallas,"21,001",0.146425,Celine Dion,none,Dallas - Fort Worth,US,Dallas,206
312550,US,Dance/Electronic,1,8,1.0,45.0,45.0,0.0,MO,Witchstep,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.008812,Ludo,none,St Louis,US,St Louis,134
323811,US,Metal,1,50,1.0,,,1.0,PA,Nu-Metal,Giant Center,531.0,Giant Center,Hershey,"12,500",0.03065,Ghost,Nothing More,Baltimore,US,Hershey,202
258993,US,Country,1,8,1.0,,,1.0,OR,Country,Moda Center,506.0,Moda Center,Portland,"15,100 ",0.171157,Bring Me The Horizon,Sleeping With Sirens,Portland,US,Portland,192
36956,US,R&B,1,50,1.0,253.5,43.5,0.0,CA,R&B,Oracle Arena,97.0,Oracle Arena,Oakland,"20,000",0.0,CHAIN DC01,none,SF Bay Area,US,Oakland,626
151619,US,Rock,1,50,2.0,519.95,59.95,0.0,IN,Pop,Bankers Life Fieldhouse,220.0,Bankers Life Fieldhouse,Indianapolis,"19,000",0.15529400000000002,Jonas Brothers,Bebe Rexha,Indianapolis,US,Indianapolis,126
345447,US,Rock,1,50,1.0,495.5,35.5,0.0,TX,Alternative Rock,Dickies Arena,589.0,Dickies Arena,Fort Worth,"14,000",0.363619,Twenty One Pilots,none,Dallas - Fort Worth,US,Fort Worth,231
316178,US,Other,1,50,1.0,35.0,35.0,0.0,MO,Other,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.000654,Zdravko Čolić,none,St Louis,US,St Louis,133
234647,US,Undefined,1,50,1.0,47.5,27.5,0.0,NC,Undefined,Durham Performing Arts Center,460.0,Durham Performing Arts Center,Durham,"2,712",0.059635,Sylvan Esso,Molly Sarle,Durham,US,Durham,273
413960,US,Rock,1,50,1.0,18.5,18.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.13661600000000002,Zara Larsson,none,Seattle,US,Seattle,130
285105,US,Rock,1,50,1.0,134.0,54.0,0.0,MN,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",0.30341399999999996,Avril Lavigne,Jagwar Twin,Twin Cities,US,Minneapolis,74
285280,US,Rock,1,50,1.0,134.0,54.0,0.0,MN,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.30341399999999996,Avril Lavigne,Jagwar Twin,Twin Cities,US,Minneapolis,74
153223,US,Rock,1,50,2.0,146.0,35.5,0.0,IN,Pop,Bankers Life Fieldhouse,220.0,Bankers Life Fieldhouse,Indianapolis,"19,000",0.146425,Celine Dion,none,Indianapolis,US,Indianapolis,123
284512,US,Pop,1,50,1.0,154.0,44.5,0.0,MN,Pop,Pantages Theatre,339.0,Pantages Theatre,Minneapolis,"1,014",0.0057350000000000005,Rose,none,Twin Cities,US,Minneapolis,29
284501,US,Pop,1,50,1.0,154.0,44.5,0.0,MN,Pop,Pantages Theatre,56.0,Pantages Theatre,Los Angeles,"2,703",0.0057350000000000005,Rose,none,Twin Cities,US,Minneapolis,29
346546,US,Latin,1,50,1.0,499.0,59.0,0.0,TX,Latin,American Airlines Center,575.0,American Airlines Center,Dallas,"21,001",0.163117,Backstreet Boys,Baylee Littrell,Dallas - Fort Worth,US,Dallas,261
186752,US,Dance/Electronic,1,6,2.0,20.0,20.0,0.0,ME,Witchstep,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,84
186750,US,Dance/Electronic,1,6,2.0,20.0,20.0,0.0,ME,Witchstep,State Theatre,289.0,State Theatre,Portland,"1,870",0.127948,X Ambassadors,Bear Hands,Portland,US,Portland,84
38650,US,Dance/Electronic,1,50,1.0,55.0,55.0,0.0,CA,Witchstep,Bill Graham Civic Auditorium,87.0,Bill Graham Civic Auditorium,San Francisco,"7,000",0.023548,Greta Van Fleet,Shannon and the Clams,SF Bay Area,US,San Francisco,138
4166,US,Country,1,50,1.0,61.0,25.75,0.0,AL,Country,Von Braun Center Arena,7.0,Von Braun Center Arena,Huntsville,"13,760",0.000252,Black Jacket Symphony,none,Huntsville,US,Huntsville,64
27568,US,Pop,1,50,1.0,55.0,39.5,0.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.045176999999999995,Cigarettes After Sex,none,SF Bay Area,US,Oakland,67
224322,US,Hip-Hop/Rap,1,50,2.0,165.0,55.0,0.0,NY,French Rap,Barclays Center,426.0,Barclays Center,Brooklyn,"19,000",0.333328,The Lumineers,Mt. Joy,New York,US,Brooklyn,202
350176,US,Classical,1,50,3.0,,,1.0,TX,Classical/Vocal,AT&T Center,607.0,AT&T Center,San Antonio,"19,000",0.146425,Celine Dion,none,San Antonio,US,San Antonio,304
152233,US,Pop,1,50,2.0,221.0,25.5,0.0,IN,Pop,Bankers Life Fieldhouse,220.0,Bankers Life Fieldhouse,Indianapolis,"19,000",0.034699,Hugh Jackman,none,Indianapolis,US,Indianapolis,162
221350,US,Pop,1,50,3.0,,,1.0,NY,Pop,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.0038740000000000003,half•alive,none,New York,US,New York,194
222302,US,Rock,1,50,3.0,,,1.0,NY,Pop,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.015191999999999999,Noah Kahan,none,New York,US,New York,174
61936,US,Rock,1,50,4.0,79.0,39.0,0.0,CT,Alternative Rock,Mohegan Sun Arena,121.0,Mohegan Sun Arena,Uncasville,"12,000",0.220074,Logic,YBN Cordae,Providence,US,Uncasville,189
357967,US,Rock,1,50,1.0,89.0,39.0,0.0,VA,Alternative Rock,John Paul Jones Arena,619.0,John Paul Jones Arena,Charlottesville,"16,000",0.333328,The Lumineers,Mt. Joy,Richmond,US,Charlottesville,184
235638,US,Dance/Electronic,1,50,2.0,46.0,46.0,0.0,NC,Witchstep,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.130142,The Head and the Heart,The Moondoggies,Raleigh,US,Raleigh,144
344424,US,Country,1,6,1.0,227.27,18.02,0.0,TX,Country,Dickies Arena,589.0,Dickies Arena,Fort Worth,"14,000",0.363619,Twenty One Pilots,none,Dallas - Fort Worth,US,Fort Worth,273
305359,US,Rock,1,50,1.0,50.0,40.0,0.0,MO,Pop,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.008812,Ludo,none,St Louis,US,St Louis,106
148019,US,Rock,1,50,1.0,,,1.0,IL,Pop,Genesee Theatre,216.0,Genesee Theatre,Waukegan,"2,427",0.097726,Kansas,none,Chicago,US,Waukegan,190
223374,US,Rock,1,50,3.0,29.5,29.5,0.0,NY,Alternative Rock,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.045176999999999995,Cigarettes After Sex,none,New York,US,New York,89
276968,US,Country,1,50,1.0,149.75,39.75,0.0,MI,Country,Ford Field,316.0,Ford Field,Detroit,"62,755",0.237156,Luke Bryan,Cole Swindell,Detroit,US,Detroit,160
227738,US,Hip-Hop/Rap,1,50,3.0,25.0,25.0,0.0,NY,French Rap,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.003573,Polo G,Luh Kel,New York,US,New York,67
161298,US,Holiday,1,50,1.0,72.0,32.0,0.0,KS,Christmas Music,Hartman Arena,232.0,Hartman Arena,Wichita,"5,000 ",0.007932,The Oak Ridge Boys,none,Wichita,US,Park City,158
221622,US,Rock,1,50,3.0,40.0,40.0,0.0,NY,Alternative Rock,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.11340399999999999,City and Colour,none,New York,US,New York,139
309162,US,Rock,1,50,1.0,32.5,27.5,0.0,MO,Alternative Rock,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.018798,King Princess,none,St Louis,US,St Louis,244
222653,US,Rock,1,50,3.0,35.0,35.0,0.0,NY,Pop,Webster Hall,429.0,Webster Hall,New York City,"1,500",0.045176999999999995,Cigarettes After Sex,none,New York,US,New York,75
228548,US,R&B,1,50,2.0,177.0,61.0,0.0,NC,R&B,Bojangles' Coliseum,454.0,Bojangles' Coliseum,Charlotte,"9,605",0.126668,Ray LaMontagne,Kacy & Clayton,Charlotte,US,Charlotte,133
266890,US,Rock,1,50,3.0,56.5,26.5,0.0,MA,Pop,Agganis Arena,301.0,Agganis Arena,Boston,"7,200",0.074883,Bad Bunny,none,Boston / Cambridge,US,Boston,175
331832,US,Rock,1,8,2.0,122.0,26.0,0.0,TN,Pop,FedExForum,549.0,FedExForum,Memphis,"19,000",0.163117,Backstreet Boys,Baylee Littrell,Memphis,US,Memphis,286
333152,US,Rock,1,50,2.0,275.45,45.45,0.0,TN,Pop,Bridgestone Arena,556.0,Bridgestone Arena,Nashville,"19,712",0.474684,Ariana Grande,Social House,Nashville,US,Nashville,157
310287,US,Dance/Electronic,1,50,2.0,126.5,36.5,0.0,MO,Witchstep,Enterprise Center,363.0,Enterprise Center,St. Louis,"22,000",0.335149,The Chainsmokers,5 Seconds of Summer,St Louis,US,St Louis,266
139994,US,Rock,1,50,2.0,20.0,20.0,0.0,IL,Pop,Peoria Civic Center,212.0,Peoria Civic Center,Peoria,"12,036",0.001155,The Fab Four,none,Aurora,US,Peoria,181
17916,US,Rock,1,50,1.0,499.95,39.95,0.0,CA,Pop,Oracle Arena,97.0,Oracle Arena,Oakland,"20,000",0.0,CHAIN DC01,none,SF Bay Area,US,Oakland,653
306254,US,Rock,1,50,1.0,38.0,38.0,0.0,MO,Pop,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.061658000000000004,Amos Lee,Madison Cunningham,St Louis,US,St Louis,125
231412,US,Rock,1,50,2.0,49.5,29.5,0.0,NC,Alternative Rock,Red Hat Amphitheater,469.0,Red Hat Amphitheater,Raleigh,"5,500 ",0.023202,Ben Harper & The Innocent Criminals,Trombone Shorty & Orleans Avenue,Raleigh,US,Raleigh,120
292307,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
292597,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
292452,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
292162,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
292017,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,84.0,Orpheum Theatre,San Francisco,"2,203",0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
291727,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,21.0,Orpheum Theatre,Phoenix,"1,364",0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
291872,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
292742,US,Blues,1,50,1.0,203.0,73.0,0.0,MN,Blues,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.041552,Joe Bonamassa,none,Twin Cities,US,Minneapolis,232
262470,US,Country,1,4,1.0,89.75,34.75,0.0,MD,Country,Merriweather Post Pavilion,298.0,Merriweather Post Pavilion,Columbia,"19,319",0.251556,The Smashing Pumpkins,Noel Gallagher's High Flying Birds,Baltimore,US,Columbia,197
238561,US,Pop,1,50,2.0,829.0,119.0,0.0,OH,Adult Contemporary,U.S. Bank Arena,489.0,U.S. Bank Arena,Cincinnati,"17,556",0.146425,Celine Dion,none,Cincinnati,US,Cincinnati,195
168669,US,Religious,0,50,1.0,72.5,28.5,0.0,KY,Gospel,KFC Yum! Center,239.0,KFC Yum! Center,Louisville,"17,500",0.030465,Luke Combs,Morgan Wallen,Louisville,US,Louisville,128
338632,US,Religious,1,8,2.0,149.5,20.0,0.0,TN,Gospel,FedExForum,549.0,FedExForum,Memphis,"19,000",0.146425,Celine Dion,none,Memphis,US,Memphis,205
328575,US,Country,1,50,1.0,,,1.0,SC,Country,Colonial Life Arena,537.0,Colonial Life Arena,Columbia,"19,000",0.042383,Alabama,The Charlie Daniels Band,Columbia,US,Columbia,188
327438,US,Country,1,8,1.0,96.0,46.0,0.0,SC,Country,Colonial Life Arena,537.0,Colonial Life Arena,Columbia,"19,000",0.216022,Carrie Underwood,Maddie and Tae,Columbia,US,Columbia,408
328574,US,Country,1,6,1.0,,,1.0,SC,Country,Colonial Life Arena,537.0,Colonial Life Arena,Columbia,"19,000",0.084489,Hootie & the Blowfish,Barenaked Ladies,Columbia,US,Columbia,152
180586,US,Rock,1,6,2.0,65.0,30.0,0.0,ME,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.031874,Josh Ritter,Amanda Shires,Portland,US,Portland,105
180375,US,Rock,1,6,2.0,65.0,30.0,0.0,ME,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",0.031874,Josh Ritter,Amanda Shires,Portland,US,Portland,105
49167,US,Rock,0,50,1.0,43.5,43.5,0.0,CO,Alternative Rock,Paramount Theatre,110.0,Paramount Theatre,Denver,"1,870",0.052608,The Zombies,Brian Wilson,Denver,US,Denver,51
49173,US,Rock,0,50,1.0,43.5,43.5,0.0,CO,Alternative Rock,Paramount Theatre,402.0,Paramount Theatre,Asbury Park,1600,0.052608,The Zombies,Brian Wilson,Denver,US,Denver,51
49179,US,Rock,0,50,1.0,43.5,43.5,0.0,CO,Alternative Rock,Paramount Theatre,640.0,Paramount Theatre,Seattle,"2,807",0.052608,The Zombies,Brian Wilson,Denver,US,Denver,51
49185,US,Rock,0,50,1.0,43.5,43.5,0.0,CO,Alternative Rock,Paramount Theatre,230.0,Paramount Theatre,Austin,1200,0.052608,The Zombies,Brian Wilson,Denver,US,Denver,51
49191,US,Rock,0,50,1.0,43.5,43.5,0.0,CO,Alternative Rock,Paramount Theatre,239.0,Paramount Theatre,Denver,1950,0.052608,The Zombies,Brian Wilson,Denver,US,Denver,51
49161,US,Rock,0,50,1.0,43.5,43.5,0.0,CO,Alternative Rock,Paramount Theatre,98.0,Paramount Theatre,Oakland,"3,040",0.052608,The Zombies,Brian Wilson,Denver,US,Denver,51
28463,US,Rock,1,50,1.0,100.0,56.0,0.0,CA,Pop,Warner Theatre,533.0,Warner Theatre,Erie,"2,250",0.06439,Jackson Browne,none,Fresno,US,Fresno,156
28298,US,Rock,1,50,1.0,100.0,56.0,0.0,CA,Pop,Warner Theatre,131.0,Warner Theatre,Washington,"1,847",0.06439,Jackson Browne,none,Fresno,US,Fresno,156
187988,US,Rock,1,50,1.0,139.95,69.95,0.0,NV,Pop,Reno Events Center,394.0,Reno Events Center,Reno,"7,400",0.042679,MercyMe,Austin French,Reno,US,Reno,133
57798,US,Pop,0,50,1.0,45.0,32.5,0.0,CO,Adult Contemporary,Paramount Theatre,98.0,Paramount Theatre,Oakland,"3,040",0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
57950,US,Pop,0,50,1.0,45.0,32.5,0.0,CO,Adult Contemporary,Paramount Theatre,230.0,Paramount Theatre,Austin,1200,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
57988,US,Pop,0,50,1.0,45.0,32.5,0.0,CO,Adult Contemporary,Paramount Theatre,239.0,Paramount Theatre,Denver,1950,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
57912,US,Pop,0,50,1.0,45.0,32.5,0.0,CO,Adult Contemporary,Paramount Theatre,640.0,Paramount Theatre,Seattle,"2,807",0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
57874,US,Pop,0,50,1.0,45.0,32.5,0.0,CO,Adult Contemporary,Paramount Theatre,402.0,Paramount Theatre,Asbury Park,1600,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
57836,US,Pop,0,50,1.0,45.0,32.5,0.0,CO,Adult Contemporary,Paramount Theatre,110.0,Paramount Theatre,Denver,"1,870",0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
58216,US,Pop,0,50,1.0,45.0,45.0,0.0,CO,Adult Contemporary,Paramount Theatre,239.0,Paramount Theatre,Denver,1950,0.007436,Preservation Hall Jazz Band,Yusa,Denver,US,Denver,98
