,venue_name,id,capacity,street,zip,latitude,longitude,metro_area,country,city_name
367,Cargo Cafe,867316,,120 Bay St.,10301,40.6396177,-74.0756016,New York,US,Staten Island
378,Global Coffee & Cargo,880201,,2915 W. Armitage,60647,41.917245,-87.6999699,Chicago,US,Chicago
389,Craft & Cargo,3983224,,,,,,Dallas - Fort Worth,US,Dallas
400,Rockit Cargo,66781,,,,,,Los Angeles,US,Los Angeles
406,The Complex (Formerly Regency Live),3787179,,307 Park Central East,65806,37.20921,-93.29102,Springfield,US,Springfield
407,The Complex,957351,,,63103,38.629185,-90.2174318,St Louis,US,St Louis
408,The Roaring Twenties Complex,3452804,500.0,807 North 2nd St.,63102,38.6311359,-90.1843867,St Louis,US,St Louis
409,The Lot at the Complex,4261969,,307 Park Central East,65806,37.20908,-93.291,Springfield,US,Springfield
410,Hard Rock Live - Orlando,38516,,6050 Universal Blvd.,32819,28.4737,-81.46734,Orlando,US,Orlando
411,Paramount Theatre,33724,,713 Congress Ave.,78701,30.26945,-97.7421,Austin,US,Austin
412,Stateside at the Paramount Theatre,1606909,,713 Congress Avenue,78701,30.26945,-97.7421,Austin,US,Austin
413,Paramount Theatre,678181,,125 4th Avenue Northeast,55912,43.6699364,-92.9744406,Twin Cities,US,Austin
414,Foxtail,3891124,,1601 East Carson Street,15203,40.429,-79.98253,Pittsburgh,US,Pittsburgh
415,"Foxtail, SLS Las Vegas",2935498,,2535 Las Vegas Blvd S,89109,36.1423378,-115.1563054,Las Vegas,US,Las Vegas
416,Foxtail Pool Club Bachelorette,2749373,,,,36.1699412,-115.1398296,Las Vegas,US,Las Vegas
417,Foxtail,3357024,,2535 S. Las Vegas Blvd,89109,36.1422754,-115.1562447,Las Vegas,US,Las Vegas
418,The Citadel,4157244,,6447 W Washington St,46241,39.74377,-86.27347,Indianapolis,US,Indianapolis
420,The Citadel Music Hall,4242094,1800.0,6447 W Washington St,46241,39.74383,-86.27346,Indianapolis,US,Indianapolis
421,The Citadel,4158404,,8300 Northeast 2nd Avenue,33138,25.85195,-80.19344,Miami,US,Miami
424,The Citadel,49212,,4200 S Othello St,98118,47.53758,-122.280108,Seattle,US,Seattle
427,The Citadel,313051,,,,,,Columbia,US,Charleston
428,The Citadel Auditorium,66681,,,,,,Columbia,US,Charleston
430,"Summerall Chapel, The Citadel",10526,,,,,,Columbia,US,Charleston
435,The Salvation Army Long Beach Citadel,3638914,,3000 Long Beach Blvd,CA 90807,33.8115728,-118.1893498,Los Angeles,US,Long Beach
436,"Johnson Hagood Football Stadium, The Citadel",2969063,,68 Hagood Ave,29403,32.7940715,-79.957331,Columbia,US,Charleston
437,The Oak Room at the Citadel,3823644,,91 Hinkley St,49022,42.1173233,-86.4558503,Chicago,US,Benton Harbor
438,Winston-Salem Fairgrounds,2514269,,300 Deacon Blvd.,27105,36.12857,-80.25093,Winston-Salem,US,Winston-Salem
439,Winston Salem Fairgrounds,3820999,,421 27th St NW,27105,36.1279412,-80.2538132,Winston-Salem,US,Winston-Salem
440,High Country Fairgrounds,360241,,748 Roby Greene Rd,28607,36.2592085,-81.617606,Winston-Salem,US,Boone
441,Dixie Classic Fairgrounds,360081,,27th Street,27105,36.1237816,-80.2521541,Winston-Salem,US,Winston-Salem
442,Winston Salem Fairgrounds Annex,3956964,,414 Deacon Blvd.,,36.1279862,-80.2537906,Winston-Salem,US,Winston-Salem
443,Davidson County Fairgrounds,2213014,,400 Greensboro Street Extension,27292,35.836752,-80.2367527,Winston-Salem,US,Lexington
444,The Bartlett,2385614,200,228 W Sprague Ave,99201,47.657584,-117.414573,Spokane,US,Spokane
445,Symphony Hall,14276,,75 N. Second St.,85004,33.4492,-112.0708,Phoenix,US,Phoenix
446,The Complex,997441,,100 South 536 West,84101,40.76772,-111.90691,Salt Lake City,US,Salt Lake City
447,The Grand @ the Complex,1459948,,536 W 100 S,84101,40.76774,-111.90677,Salt Lake City,US,Salt Lake City
448,The Lot @ the Complex,3622689,,536 W 100 S,84101,40.76771,-111.90662,Salt Lake City,US,Salt Lake City
449,Paramount Theatre,529,2807.0,901 Pine Street,98101,47.6133,-122.33139,Seattle,US,Seattle
450,Paramount Theatre,1461018,1500.0,370 New York Ave.,11743,40.86974,-73.4258,New York,US,Huntington
451,Paramount Theatre,1171,,1621 Glenarm Place,80202,39.74436,-104.99027,Denver,US,Denver
452,Paramount Theatre,33724,,713 Congress Ave.,78701,30.26945,-97.7421,Austin,US,Austin
453,Paramount Theatre,33014,,2025 Broadway,94612,37.80971,-122.26822,SF Bay Area,US,Oakland
454,Paramount Theatre,13334,,1200 Ocean Ave,07712,40.22262,-73.99918,New York,US,Asbury Park
455,Paramount Theatre,30167,,23 E Galena Blvd,60506,41.7580719,-88.3148172,Aurora,US,Aurora
456,Paramount Theatre,994,,215 East Main Street,22902,38.03083,-78.48003,Richmond,US,Charlottesville
457,Paramount Theatre,65646,,30 Center St,05701,43.60641,-72.97879,Rutland,US,Rutland
458,Paramount Theatre,1388,,370 First Street Ne,52401,41.97926,-91.67116,Des Moines,US,Cedar Rapids
459,Paramount Theatre,116989,,913 West St Germain Street,56301,45.5589227,-94.1634037,Twin Cities,US,Saint Cloud
460,Paramount Theatre,678181,,125 4th Avenue Northeast,55912,43.6699364,-92.9744406,Twin Cities,US,Austin
461,Paramount Theatre,65526,1500.0,17 South St.,10940,41.4442437,-74.4205947,Middletown,US,Middletown
462,Stateside at the Paramount Theatre,1606909,,713 Congress Avenue,78701,30.26945,-97.7421,Austin,US,Austin
464,Paramount Theatre,496956,,352 Cypress St.,79601,32.45205,-99.7344,Dallas - Fort Worth,US,Abilene
465,Paramount Theatre,1209356,,420 North Florence Street,85122,32.87824,-111.75249,Chandler,US,Casa Grande
466,Paramount Theatre,15800,,139 S. Center St,27530,35.3822267,-77.9977288,Raleigh,US,Goldsboro
467,Paramount Theatre,3458304,,11 N. Lee Ave.,73102,35.4670122,-97.5244386,Oklahoma City,US,Oklahoma City
468,Paramount Northwest Theatre,60073,,,,45.5230622,-122.6764816,Portland,US,Portland
469,RKO Paramount Theatre,128266,,,,,,New York,US,New York
470,The Paramount Theatre Centre & Ballroom,216003,,1124 Meridian St.,46016,40.10446,-85.67879,Indianapolis,US,Anderson
471,Paramount Theatre,332906,,,,,,Fort Lauderdale,US,Palm Beach
474,Paramount Theatre on the Lot at Paramount Studios,1001081,,5555 Melrose Ave,90038,34.0834714,-118.3217472,Los Angeles,US,Hollywood
475,Paramount Theatre,112663,,,,,,Doswell,US,Doswell
477,The Paramount Theatre,448026,,,,,,Charlotte,US,Charlotte
478,Paramount Theatre Mezzanine,3414084,,1300 Ocean Avenue,07712,40.2237962,-73.9985849,New York,US,Asbury Park
480,Opus Concert Cafe at the Paramount Theatre,4103294,150.0,119 Third Avenue SE,52401,41.97656,-91.66705,Des Moines,US,Cedar Rapids
481,Paramount Center,822296,,559 Washington Street,02111,42.3536047,-71.0623759,Boston / Cambridge,US,Boston
482,Garfield Theatre,121782,,,,,,Los Angeles,US,Paramount
483,Backstage Asbury at the Paramount Theatre,3290564,,1300 Ocean Ave,07712,40.2237962,-73.9985849,New York,US,Asbury Park
484,Petco Park,15325,,100 Park Blvd,92111,32.70566,-117.15562,San Diego,US,San Diego
485,Whisky A Go Go,16270,500.0,8901 W Sunset Blvd,90069,34.0908029,-118.3857196,Los Angeles,US,West Hollywood
486,The Whisky A-Go-Go,92274,,,,,,SF Bay Area,US,San Francisco
490,The Marquis Theater,224,157.0,2009 Larimer Street,80202,39.75321,-104.99249,Denver,US,Denver
491,Summit Music Hall & Marquis Theater,3544534,,1902 Blake St,80202,39.753338,-104.995071,Denver,US,Denver
492,Surfer the Bar,3566169,,200 1st Street North,32250,30.29055,-81.39007,Jacksonville,US,Jacksonville Beach
493,"Surfer, the Bar, at Turtle Bay Resort",1636278,,57-091 Kamehameha Hwy.,96731,21.70483,-157.99844,Honolulu,US,Kahuku
495,Lucy's Retired Surfer Bar,3266429,,151 3rd Street,70801,30.4478713,-91.1884498,Baton Rouge,US,Baton Rouge
496,Lucy's Retired Surfer's Bar & Restaurant,129035,,,,,,New Orleans,US,New Orleans
497,The Chicken Box,365526,,14 Dave St,02554,41.2727979,-70.0920096,Nantucket,US,Nantucket
498,Sound Waves at Hard Rock Hotel & Casino Atlantic City,3954879,,1000 Boardwalk,08401,39.35999,-74.42124,Philadelphia,US,Atlantic City
499,Grizzly Rose,1151,,5450 North Valley Highway,80216,39.7953,-104.986759,Denver,US,Denver
500,The Grizzly Rose,158453,,,,,,Boise,US,Boise
501,Grizzly Rose,175403,,,,,,Portland,US,Portland
502,Fiddler's Green Amphitheatre,100462,18000,6350 Greenwood Plaza Blvd.,80111,39.60081,-104.89442,Denver,US,Greenwood Village
503,Sweetland Amphitheatre at Boyd Park,3258529,,110 Smith Street,30240,33.04395,-85.03194,LaGrange,US,LaGrange
504,The District,2439334,,4521 W. Empire Place,57107,43.5089843,-96.7789028,Sioux Falls,US,Sioux Falls
505,The District,2321349,,4607 Johnston St.,70503,30.18649,-92.06338,Baton Rouge,US,Lafayette
506,The District Stage At Tempe Marketplace,9518,,The District Stage At,85281,33.4366655,-111.9403254,Phoenix,US,Tempe
509,The District Tavern,938786,,260 E. Congress St.,85701,32.2220734,-110.9677263,Tucson,US,Tucson
510,The District at Tustin Legacy,38749,,2437 Park Ave.,92782,33.6980903,-117.8250866,Los Angeles,US,Tustin
511,The District Theater,2957388,,7430 Monterey Street,95020,37.0073859,-121.568445,Gilroy,US,Gilroy
512,The District,787736,,1290 Oak Street,97401,44.0455569,-123.0913671,Salem,US,Eugene
513,Dancin' In The District,62959,,,,,,Nashville,US,Nashville
514,Rock The District,491861,,1809 2nd Ave,61201,41.5110384,-90.5745525,Rock Island,US,Rock Island
516,The District Nightclub,3180874,,,96814,21.2966976,-157.8480364,Honolulu,US,Honolulu
517,The District Bar,2299479,,916 W. 1st Avenue,99201,47.65662,-117.42605,Spokane,US,Spokane
518,The Music District,3530259,,639 South College Avenue,80524,40.5787249,-105.0775443,Cheyenne,US,Fort Collins
519,The District House,2524314,,755 NW 16th Street,73106,35.4860062,-97.5253566,Oklahoma City,US,Oklahoma City
522,The District,961381,,120 16 1/2 St.,61201,41.512032,-90.5768144,Rock Island,US,Rock Island
523,The Sunshine District,2299354,100.0,2010 N 9th St NW,20001,38.917386,-77.024281,Washington,US,Washington
524,The District Vapor Lounge,2866783,,19 East Citrus Avenue #101,92373,34.0557514,-117.1819882,Los Angeles,US,Redlands
525,The District Event Center,4087389,,4607 Johnston Street,70503,30.18649,-92.06338,Baton Rouge,US,Lafayette
526,The Milk District (sandwich Bar Spacebar),1755088,,,32803,28.5542151,-81.3454417,Orlando,US,Orlando
527,The Warehouse District,3645904,,1212 W 6th Street,44113,41.5009284,-81.7002298,Cleveland,US,Cleveland
528,The District,1825373,,700 West 31st St,,41.8382999,-87.644022,Chicago,US,Chicago
529,The District,1432393,,"500 Riverwalk Terrace, Ste 175",74037,36.0255678,-95.9588652,Tulsa,US,Jenks
531,"The District, Green Valley Ranch",1441623,,2240 Village Walk Dr.,89052,36.021662,-115.086782,Henderson,US,Henderson
532,The District By Hannah An,3200418,,8722 West 3rd Street,90048,34.0734207,-118.3824994,Los Angeles,US,Los Angeles
534,The District Bar,219518,,115 Fourth St. NW,,35.085303,-106.651687,Albuquerque,US,Albuquerque
535,The District Coffeehouse,4058154,,219 N. 10th St.,83702,43.61829,-116.20465,Boise,US,Boise
536,The Oregon District,706771,,5th Street,45414,39.759662,-84.168306,Dayton,US,Dayton
537,The District Skatepark,1660133,,,,,,Louisville,US,Evansville
538,The Red Light District,1207371,,,,,,New York,US,New York
541,The Pear District,679566,,,,,,Portland,US,Portland
542,The District Lounge,1158221,,,,,,Seattle,US,Seattle
543,The Music District,3403404,,,,39.7392358,-104.990251,Denver,US,Denver
544,The District @ Gvr,1026741,,2240 Village Walk Drive,89052,36.021662,-115.086782,Henderson,US,Henderson
545,The Garment District,1068366,,200 Broadway,02139,42.3659575,-71.092756,Boston / Cambridge,US,Cambridge
546,The Granary District,3662224,,755 NE Alpine Avenue,,45.2127231,-123.1894681,McMinnville,US,McMinnville
547,The District Room,3249604,,,,33.2098407,-87.5691735,Birmingham,US,Tuscaloosa
548,The Bridge District,3004744,,Riverfront St.,95691,38.5759428,-121.5142167,Sacramento,US,West Sacramento
549,The Space at District,4233809,,106 SE A Street #2,72712,36.37191,-94.20823,Rogers,US,Bentonville
550,The Foundry District,3647124,,2624 Weisenberger St,76107,32.75741,-97.35395,Dallas - Fort Worth,US,Fort Worth
551,The District Company,2437964,,224 N. Dewey St.,,44.8154642,-91.4991518,Twin Cities,US,Eau Claire
552,The District At Eastover,4072824,,,,,,Jackson,US,Jackson
553,The District Bar & Grill,300666,,,,,,Austin,US,Austin
554,Summit,2476134,,120 W 5th St,78701,30.26758,-97.74387,Austin,US,Austin
555,Summit Music Hall,836146,,1902 Blake St.,80202,39.75351,-104.99532,Denver,US,Denver
556,The Summit,36816,,2210 Summit Street,43201,40.00854,-83.00057,Columbus,US,Columbus
557,The Summit,43010,,3536 Navigation Blvd,77003,29.7544496,-95.3343214,Houston,US,Houston
558,The Moon Room @ Summit Music Hall,2102249,,1902 Blake St,80202,39.7535064,-104.9953172,Denver,US,Denver
559,The Summit,120963,,600 Main,81301,37.2702393,-107.8816233,Durango,US,Durango
560,Summit City Lounge,394516,120.0,214 Main Street,41858,37.1186136,-82.8270006,Whitesburg,US,Whitesburg
561,Summit Coffee,598851,,128 S Main St,28036,35.498389,-80.84911,Charlotte,US,Davidson
563,Cafe Bourbon St. / The Summit,2361774,,2210 / 2216 Summit St,43201,40.00868,-83.00052,Columbus,US,Columbus
564,Summit Shack,3653214,,217 East Evers,43402,41.3799862,-83.6476831,Toledo,US,Bowling Green
565,The Summit,1445053,,10 S Clinton St.,52240,41.6608607,-91.5342869,Des Moines,US,Iowa City
567,1st Summit Arena at Cambria County War Memorial,74110,,326 Napoleon Street,15901,40.32303,-78.92272,Johnstown,US,Johnstown
568,Summit Brewing Company,1450718,,910 Montreal Circle,55102,44.9143417,-93.1403552,Twin Cities,US,St. Paul
569,Summit Rooftop Lounge,3034509,,120 West 5th St,77071,30.26755,-97.74394,Austin,US,Austin
570,Summit Park,3238724,,4335 Glendale-Milford Rd,45242,39.2522586,-84.3899129,Cincinnati,US,Blue Ash
571,Base Camp at Summit Music Hall,990436,,1902 Blake Street,80202,39.7535064,-104.9953172,Denver,US,Denver
572,The Summit Church,1488443,,2335 Presidential Drive,27703,35.926734,-78.8415076,Durham,US,Durham
573,Summit Stage and Saloon,705391,,125 Nw Oregon Ave,97701,44.0591979,-121.3125763,Salem,US,Bend
574,Summit City Brewerks,3007324,,1501 E Berry St #106,46803,41.081362,-85.1177955,Fort Wayne,US,Fort Wayne
576,Celebrity Summit,3284839,,Port Everglades,,26.0937112,-80.1246643,Fort Lauderdale,US,Fort Lauderdale
577,Summit Community Center,3146039,,,97326,44.6754577,-123.5583084,Salem,US,Philomath
578,Aqua Sol Restaurant at the Summit North Marina,1382621,,3006 Summit Harbour Place,19701,39.5486435,-75.7045912,Wilmington,US,Bear
579,Summit Fair Shopping Center,1042436,,,,,,Kansas City,US,Kansas City
580,"Summit West, the Summit at Snoqualmie",2878333,,1001 State Route 906,,47.4233424,-121.4136102,Snoqualmie,US,Snoqualmie
581,Big Summit Prairie,3490529,,Ohocco National Forest,,44.3762482,-120.1177754,Portland,US,Portland
582,Midwest Music Summit,100653,,,,,,Indianapolis,US,Indianapolis
583,Summit Estates,3456304,500.0,222 East Patriot Boulevard,89511,39.452313,-119.777563,Reno,US,Reno
584,The Summit,64690,,,,,,New Milford,US,New Milford
585,"Summit Pavilion, Grand Sierra Resort & Casino",176348,,,89595,39.5296329,-119.8138027,Reno,US,Reno
586,Strathmore Uke & Guitar Summit,2911383,,North Bethesda,,39.0045875,-77.101208,Washington,US,North Bethesda
587,Summit Opera House,2840523,,2 Kent Pl Blvd,07901,40.717751,-74.3617443,Summit,US,Summit
588,The Brewtop - Lee's Summit,1340611,,700 NE Woods Chapel Road,64064,38.983179,-94.361694,Kansas City,US,Lees Summit
589,Future of Music Summit,1991224,,Lohrfink Auditorium,20057,38.9076089,-77.0722585,Washington,US,Washington
590,Summit Jazz,341646,,,,,,Denver,US,Denver
591,Jerry's Bait Shop,102477,,302 Southwest Main Street,64063,38.911494,-94.3778899,Kansas City,US,Lees Summit
592,The Summit,443896,,,,,,Snoqualmie Pass,US,Snoqualmie Pass
593,Snow Summit,2193344,,880 Summit Blvd,92315,34.236588,-116.889735,Big Bear Lake,US,Big Bear Lake
594,The Summit Church - North Raleigh Campus,1143616,,5808 Departure Drive,27616,35.8625339,-78.590011,Raleigh,US,Raleigh
595,Summit,4238239,,3616 SW 119th St,73170,35.34769,-97.5821,Oklahoma City,US,Oklahoma City
596,The Summit Steakhouse,1538358,,,,,,Denver,US,Denver
597,The Summit at Northeast,1175846,,4400 Shore Acres Blvd.,33701,27.81275,-82.609793,St Petersburg,US,St Petersburg
599,Summit Christian Center,607776,,2575 Marshall Rd,78259,29.6610375,-98.4488525,San Antonio,US,San Antonio
600,"Main Branch, Akron-Summit County Public Library",1361316,,60 S. High Street,44326,41.083771,-81.516924,Akron,US,Akron
601,R&R Triple A Summit 2007,117860,,,,,,Denver,US,Boulder
602,Summit,139643,,,,,,Springfield,US,Hartford
604,Spirit of the Suwannee Music Park,188783,,3076 95th Dr.,32060,30.3948763,-82.9442352,Tallahassee,US,Live Oak
605,XL Center,519,,1 Civic Center Plaza,06103,41.7780919,-72.6802608,Springfield,US,Hartford
606,STAPLES Center,598,18118.0,1111 S. Figueroa,90017,34.04301,-118.26736,Los Angeles,US,Los Angeles
607,AT&T Center,671,,One AT&T Center,78219,29.42702,-98.43732,San Antonio,US,San Antonio
608,DCU Center,719,,50 Foster Street,01608,42.26605,-71.79857,Worcester,US,Worcester
609,SFJAZZ Center,2020904,,201 Franklin St.,94102,37.7761665,-122.4211855,SF Bay Area,US,San Francisco
610,BOK Center,11944,19100.0,200 South Denver,74103,36.152764,-95.996227,Tulsa,US,Tulsa
611,BB&T Center,2008454,20737.0,1 Panther Parkway,33323,26.155362,-80.33023,Fort Lauderdale,US,Sunrise
612,PPL Center,2584333,,701 Hamilton Street,18101,40.6027,-75.47273,Philadelphia,US,Allentown
613,UCCU Center,1268926,8500.0,800 West University Parkway,84058,40.27733,-111.71295,Salt Lake City,US,Orem
614,NRG Center,574041,,One NRG Park,77488,29.6850724,-95.4110895,Houston,US,Houston
616,TRAC Center,5380,,6600 Burden Blvd.,99301,46.26931,-119.1759,Spokane,US,Pasco
617,BCA Center,1261126,,135 Church St.,05401,44.476625,-73.212827,Burlington,US,Burlington
618,FOKL Center,2341884,,556 Central Ave,66101,39.1028284,-94.6245642,Kansas City,US,Kansas City
619,IX Center,119233,,One I-X Center Drive,44135,41.39936,-81.85317,Cleveland,US,Cleveland
620,E-Center,47487,,,,,,Philadelphia,US,Philadelphia
622,Atrium at the Xl Center,761996,,One Civic Center Plaza,06103,41.7780919,-72.6802608,Springfield,US,Hartford
623,COBO Center,816131,,1 Washington Avenue,48226,42.3267754,-83.0496523,Detroit,US,Detroit
624,Q Center,2100959,,4115 North Mississippi Avenue,97217,45.553594,-122.6758315,Portland,US,Portland
625,CAL Center,962181,,1100 S. Albert Ave.,53959,43.5214266,-90.0210202,Wisconsin Dells,US,Reedsburg
626,UTE Center,44112,,,,,,Salt Lake City,US,Salt Lake City
627,AA Center,148323,,,,,,Dallas - Fort Worth,US,Dallas
628,SOCO Center,3178454,,3303-3323 Hyland Ave,92626,33.6945847,-117.9253527,Los Angeles,US,Costa Mesa
629,I Center,145523,,,,,,Methuen,US,Salem
630,E Center,428926,,,,39.9259463,-75.1196199,Philadelphia,US,Camden
631,OH Center,106405,,,,,,Columbus,US,Columbus
633,MDA Center,2416594,,"1114 Shawan Road , MD",21030.,39.5033785,-76.6857719,Baltimore,US,Cockeysville
634,A.V. Center,73205,,,,,,Milwaukee,US,Oshkosh
635,MBSF Center,2481789,,346 University Drive,71656,33.5908246,-91.8077123,Little Rock,US,Monticello
636,HEB Center,4206619,,2100 Avenue of the Stars,78613,30.54129,-97.82031,Austin,US,Cedar Park
638,ASU Center,578711,,,,,,Phoenix,US,Tempe
639,TCF Center,88736,,,,,,Milwaukee,US,Appleton
641,E Center,128894,,,,,,Cheyenne,US,Rapid City
642,SBC Center,441756,,,,29.4632876,-98.3855702,San Antonio,US,Kirby
643,CW Center,3866884,500.0,112–50  Springfield Blvd,11429,40.7041899,-73.74059,New York,US,Queens
644,LGBT Center,4236649,,1118 N. McCadden Place,90038,34.09176,-118.33712,Los Angeles,US,Los Angeles
645,T&T Center,578941,,,,,,Oklahoma City,US,Oklahoma City
648,B Center,73733,,,,,,Philadelphia,US,Philadelphia
649,SBC Center,330606,,,,,,San Antonio,US,San Antonio
650,BCM Center,340121,,,,,,Charlotte,US,Spartanburg
651,E Center,4190089,,710 Edwards Drive,76548,31.08278,-97.64727,Harker Heights,US,Harker Heights
652,SEED Center,2553014,,1917 Bay St.,90021,34.0318714,-118.2334374,Los Angeles,US,Los Angeles
653,STV Center,2826983,,,,28.5383355,-81.3792365,Orlando,US,Orlando
