,venue_name,id,capacity,street,zip,latitude,longitude,metro_area
290,LADY OF THE LAKE,495211,,,,,,Norwich
291,XEX ATAGO GREEN HILLS,3910614,400.0,"Minatoku, Atago 2-5-1 Mori Tower 42F",105-6242,35.6621365,139.7488803,Tokyo
292,CONSERVATOIRE NATIONAL DE REGION,773316,,127  ave du Brancolar,06000,43.72548,7.272639999999999,Nice
293,HARLEM ARTE & MÚSICA,3913954,200.0,Juan N. Cumplido #28,44100,20.6766917,-103.3584412,Guadalajara
294,AXELRAD THE VILLAIN'S LAIR,2510584,,1517 ALABAMA ST,77004,29.734969,-95.37476,Houston
295,OXFORD JACQUELINE DU PRE,30467,,"St Hildas College,",OX4 1DY,51.7489035,-1.2452865,Oxford
296,ESPACE CULTUREL CAP NORT,2024259,,Route d'Heric  NORT SUR ERDRE,,47.43524,-1.510318,Nantes
297,THEATER ON THE LAKE,3786324,,2401 N Lake Shore DR,60614,41.92708,-87.63064,Chicago
298,STEMWEDER OPEN AIR FESTIVAL,2322704,,Hörstenweg 2,32351,52.41044,8.400039999999999,Osnabrück
299,MONASTERE ROYAL DE BROU,3996629,,"63, boulevard de Brou",01000,46.197959999999995,5.236219999999999,Bourg-en-Bresse
300,SHOW DC OASIS ARENA,3332354,,,,13.7563309,100.5017651,Bangkok
301,MUSIC ZOO KOBE 太陽と虎,1177181,250.0,神戸市中央区琴ノ緒町2-1-253,651-0094,34.6969184,135.19731919999998,Kobe
302,KIMIKO ISLE OF CAMPUS,3907869,,Campus-Boulevard 30,52074,50.7819341,6.0471605,Aachen
303,CENTRO CULTURAL EL ARBOL,2661713,,"MORELOS 10, 76000 QUERETARO",,20.6473425,-100.45719720000001,Queretaro
304,THE BEACH HOUSE CAFE,2185429,,"62 FRANKLIN PD, ENCOUNTER BAY",,-35.57492960000001,138.60200830000002,Adelaide
305,MUZA KAWASAKI SYMPHONY HALL,2423524,,,,,,Kawasaki
306,LA BAIA DEGLI ANGELI,3982559,3000.0,S.S. 159 delle Saline Margherita di Savoia,76016,41.40939,16.023989999999998,Barletta
307,CHORLEY ST BEDE'S CLUB,490731,,Brownley Street Clayton-le-woods,PR6 7JF,53.6971103,-2.638211,Preston
308,ESPACE CULTUREL DES PIEUX,3088189,,1 Allée de la Fosse,50340,49.6236847,-1.6579093,Cherbourg-Octeville
309,CIRCOLO ARCI G. GARIBALDI,2231029,,"Corso Antonio Gramsci, 52",51100,43.9311338,10.9130288,Florence
310,Rose Music Center at The Heights,2876978,,6800 Executive Blvd.,45424,39.87035,-84.10836,Dayton
311,"Murat Theatre, Old National Centre",535651,2681.0,502 N New Jersey St,46204,39.77465,-86.1515,Indianapolis
312,XS Nightclub,1074456,,3131 S Las Vegas Blvd,89109,36.127109999999995,-115.16483000000001,Las Vegas
313,TIME Nightclub,3400734,,1875 Newport Blvd. # B245,92627,33.642759999999996,-117.91798999999999,Los Angeles
314,Q Nightclub,1998904,,1426 Broadway,98122,47.613724100000006,-122.32061929999999,Seattle
315,RYSE Nightclub,3829674,,One Ameristar Blvd,63301,38.76735,-90.48448,St Louis
316,HQ Nightclub,2010504,,500 Boardwalk,08401,39.361751,-74.413501,Philadelphia
317,ACE Nightclub,1962354,,425 Adelaide Street West,M5H 1X9,43.649183,-79.3840651,Toronto
318,PURE Nightclub,1851778,680.0,146 S Murphy Ave,94086,37.376781,-122.029758,SF Bay Area
319,XL Nightclub,1631993,,512 West 42nd Street,10019,40.760012100000004,-73.9963989,New York
320,LAVO Nightclub,3173804,,39 E. 58th St.,10022,40.763020000000004,-73.97131999999998,New York
321,CQ Nightclub,1230496,,113 Queen Street,3000,-37.81575,144.96071,Melbourne
322,ONO Nightclub,2435674,800.0,1 South Orange Avenue,32801,28.541909999999998,-81.3789,Orlando
323,HC Nightclub,416331,,Linvägen 1,780 67,61.1609154,13.109454999999999,Sälen
324,AV Nightclub,1885543,,1601 N. Cahuenga Blvd.,90028,34.099957399999994,-118.3297973,Los Angeles
325,SQL Nightclub,3782374,,"30 NE 14th ST, Miami, FL",33132,25.78812000000001,-80.19355,Miami
326,NV Nightclub,3381379,,,,48.380895100000004,-89.2476823,Thunder Bay
327,ION Nightclub,3184224,,461 N 3rd St,19123,39.9589099,-75.1434842,Philadelphia
328,Q Nightclub,1977854,,704 Main St.,98660,45.626771999999995,-122.672003,Vancouver
329,XO Nightclub,2730043,,"150 Mayflower St Baton Rouge, Louisiana 70802",70802,30.4406961,-91.1895268,Baton Rouge
330,Z Nightclub,3423984,,,,59.7440738,10.2044564,Oslo
331,HOME Nightclub,29896,,One Ameristar Blvd,63301,38.767947,-90.484241,St Louis
332,NV Nightclub,2915988,750.0,125 E Jackson ave,37915,35.971388299999994,-83.9176839,Knoxville
333,POP Nightclub,37863,,,,,,Sheffield
334,LIT Nightclub,2844453,1200.0,3221 Olive St.,63103,38.636163,-90.226212,St Louis
335,MH Nightclub,3874169,,1701 E. McFadden Ave,92705,33.734298100000004,-117.84419299999999,Los Angeles
336,LED Nightclub,1656298,,Royal City Avenue Road,,13.7464008,100.57823940000002,Bangkok
337,RAW Nightclub,3759624,350.0,2-4 Wellington Road,YO21 1DY,54.4854429,-0.6154895,Whitby
338,ESP Nightclub,1515168,,"84 Oxford Street, Ferndale",2194,-26.081129999999998,27.98726,Johannesburg
339,EPIC Nightclub,3928564,,1420 Ave. Ponce de Leon,,18.4470918,-66.0696561,San Juan
340,UN Nightclub,1606724,,3548 River Road,60131,41.943031,-87.854709,Chicago
341,EXIT Nightclub,3857589,,Laurinkatu 55,08100,60.25054599999999,24.0647482,Lohja
342,BOOM Nightclub,2668158,,352 Shute Harbour Rd,4802,-20.268477999999998,148.717139,Airlie Beach
343,V Nightclub,2820828,,409 Colorado Ave,78701,30.267021999999997,-97.74444890000001,Austin
344,HOLY Nightclub,3900209,,Av. Terranova 1044,44670,20.6912684,-103.3865058,Guadalajara
345,FLYT Nightclub,4340781,,372 Main Street,57732,44.38475,-103.7217,Sturgis
346,HAUS Nightclub,3302549,,285 W Broadway,,40.7209197,-74.0046772,New York
347,NWC Nightclub,2478734,500.0,135 Finchley Road. Swiss Cottage,NW3 6JH,51.549868599999996,-0.1824606,London
348,ONE Nightclub,1889343,,,,,,Chanthaburi
349,AMN Nightclub,3594004,,,,23.12911,113.264385,Guangzhou
350,LUX Nightclub,2735758,,1 W Exchange St,44308,41.076912,-81.522391,Akron
351,NASA Nightclub,2508449,,Gothersgade 8F,1123,55.682244,12.584724000000001,Copenhagen
352,ADN Nightclub,3262119,,428 avenue de Buckingham,,45.5886567,-75.4167848,Ottawa
353,MCCXXIII Nightclub,13153,,1223 Connecticut Avenue Nw,20005,38.9066251,-77.0414937,Washington
354,AI Nightclub,4333139,,,,,,Taipei
355,PRSYM Nightclub,3372909,,,,41.8781136,-87.62979820000002,Chicago
356,LICK Nightclub,4315524,,,,,,Algarve
357,BRIX Nightclub,4297949,,"1924 South US-277 Lawton, OK",73501,35.0308,-97.93495,Oklahoma City
358,XS Nightclub,4280244,,718 S Pine Ave,34471,29.180970000000002,-82.14045,Orlando
359,VIBE Nightclub,3632164,,Vesterbrogade 2B,1620,55.6756733,12.5666063,Copenhagen
360,J.D.'S Nightclub,66002,,,,,,Helena
361,YANG Nightclub,4339798,,"3A River Valley Road, #01-02 Clarke Quay",Singapore 179020,1.28956,103.84506,Singapore
362,Madison Square Garden,477,20000.0,7th Ave & 32nd St,10001,40.74971,-73.99155999999998,New York
363,Theater at Madison Square Garden,299711,5600.0,7th Ave & 32nd Street,10121,40.7497096,-73.991556,New York
364,Hulu Theater at Madison Square Garden,3852369,,4 Pennsylvania Plaza,10001,40.75056,-73.99347,New York
365,Madison Square Garden,73187,,"4 Pennsylvania Plaza, New York, NY",10001,40.7505,-73.99344,Phoenix
366,Club Bar & Grill at Madison Square Garden,3674189,,4 Pennsylvania Plaza,10001,40.75074,-73.9938,New York
367,Madison Square Garden,3727054,,"Ha-Menofim St 5, Herzliya",,32.160406300000005,34.8070453,Tel Aviv-Jaffa
368,August Hall,3801954,,420 Mason St,94102,37.78759,-122.40961000000001,SF Bay Area
369,Nationwide Arena,522,,200 West Nationwide Boulevard,43215,39.9694,-83.00636,Columbus
370,"Red, White & Boom - Nationwide Arena Plaza Stage",2684853,,200 W. Nationwide Blvd,43215,39.96935120000001,-83.0063849,Columbus
371,Underground Arts,1478523,600.0,1200 Callowhill Street,19123,39.9591168,-75.1583146,Philadelphia
372,Subculture Arts Underground,2199369,,45 Bleecker Stret,10012,40.7258626,-73.994291,New York
373,Black Box @ Underground Arts,2930308,,1200 Callowhill St,19123,39.9591,-75.15831999999997,Philadelphia
374,Performing Arts Center Underground Theatre,1479133,,,,,,Seattle
375,Arts Exhange Underground,4174829,,,,,,Ojai
376,"Underground Theater, Community Arts Cafe",1662533,,411 W. Fourth St.,27101,36.098044,-80.248644,Winston-Salem
377,Fair Park - Nashville,4173519,,,37203,36.15238,-86.78939,Nashville
378,The Ford Center at the Star,4341271,,,75034,33.13765,-96.85654,Plano
379,Ikeda Theatre,4012104,,,85211,33.41805,-111.83138999999998,Mesa
380,Nile Theatre,4012479,,,85210,33.39026,-111.84493,Mesa
381,Broadway Palm Dinner Theatre,1897878,,5247 E. Brown Rd.,85205,33.436073,-111.717758,Mesa
382,Julie's Chicken and Waffles Fine Dining Theatre,1620293,,2050 W Guadalupe Rd,85202,33.3647941,-111.878391,Mesa
383,Desert Rose Theatre,2162129,,"2055 South Power Road, #1087",85209,33.3776689,-111.6880048,Mesa
384,Pacifica Theatre,464436,,,,,,Los Angeles
385,Mesa Theatre,4342398,,,,,,Denver
386,Honda Center,6787,18900.0,2695 E. Katella Ave.,92806,33.807722999999996,-117.876522,Los Angeles
387,The Theater at The Honda Center,98170,,2695 E. Katella Ave.,92806,33.806092,-117.877604,Los Angeles
388,Festival Village at the Honda Center,3885204,,2695 E Katella Ave,92806,33.8079071,-117.8767457,Los Angeles
389,Laguna Honda Hospital and Rehabilitation Center,2164774,,375 Laguna Honda,,37.7473599,-122.4591614,SF Bay Area
390,Broadmoor World Arena,3205773,,3185 Venetucci Blvd,80906,38.788245399999994,-104.7942311,Colorado Springs
391,Knitting Factory Concert House,31807,1500.0,919 West Sprague Avenue,99201,47.6569974,-117.42602520000001,Spokane
392,"Au-Rene Theater, Broward Center for the Performing Arts",3233,,201 SW Fifth Ave.,33312,26.1197293,-80.1492545,Fort Lauderdale
393,Au-rene Theater at the Broward Center,4012474,,,33312,26.0899,-80.18193000000002,Fort Lauderdale
394,Gallagher Way,3919164,,3635 N Clark St.,60613,41.94792,-87.65675,Chicago
395,Paramount Theatre,1461018,1500.0,370 New York Ave.,11743,40.86974,-73.4258,New York
396,Columbia's Live Music Block at Tin Roof & the Senate,4159689,,,20201,34.00071,-81.03481,Columbia
397,Cool Insuring Arena,1317,,1 Civic Center Plaza,12801,43.30839,-73.64296,Burlington
398,8 Seconds Saloon,11109,,111 N Lynhurst Dr,46224,39.7683008,-86.2503647,Indianapolis
399,8 Seconds Saloon,813986,,2204 FM 205,76401,32.2235382,-98.1740025,Stephenville
400,Lawrence Joel Veterans Memorial Coliseum,45293,,2825 University Pkwy.,27105,36.126290000000004,-80.25426999999998,Winston-Salem
401,Ordway Center for the Performing Arts,28712,,345 Washington Street,55102,44.94458,-93.09765,Twin Cities
402,"Andrew Jackson Hall, Tennessee Performing Arts Center",16988,,505 Deaderick St.,37219,36.16525,-86.78161,Nashville
403,3rd & Lindsley Bar and Grill,5840,1000.0,816 3rd Avenue South,37210,36.1521634,-86.76991059999996,Nashville
404,3rd & Lindsley,2091279,,818 3rd Ave. S,37210,36.15207589999999,-86.770085,Nashville
405,3rd Wheel,2796713,299.0,1634 Main St,83501,46.41702,-117.0082,Lewiston
406,3rd Street Live (formally Aces Comedy Club),3202638,,41915 3rd St,92590,33.493740100000004,-117.1472379,San Diego
407,3rd & Girard,2481869,,1176 North 3rd Street,19123,39.969632,-75.141769,Philadelphia
408,3rd Street Dive,163843,,440 South 3rd Street,,38.2521166,-85.75564849999998,Louisville
409,3rd Street Pub,1854728,,314 SE 3rd Street,97701,44.05357,-121.30246000000001,Salem
410,3rd Street Promenade,88396,,1200-1400 3rd Street,90401,34.0155216,-118.4958858,Los Angeles
411,3rd Avenue,3135844,,Senopati,,-6.2305195,106.8074253,Jakarta
412,Pig 'n Whistle on 3rd,1482308,,922 3rd Avenue,,40.759389899999995,-73.9684421,New York
413,51 3rd,1089576,,51 3rd Street,12180,42.730544,-73.690783,Springfield
414,3rd Street Live,11199,,1202 1/2 Third Street Southeast,52401,41.9701501,-91.6581077,Des Moines
415,3rd Death Star,164208,,613 Main St.,,42.2868477,-83.74828959999998,Detroit
416,3rd Street Bar,2125224,,3rd Street,89501,39.507894,-119.9994672,Reno
417,3rd Place,2951958,,132 Appalachian Street,28607,36.217255,-81.68243199999998,Winston-Salem
418,Thursdays on First and 3rd,2602148,,1st Avenue SW & 3rd Street SW,55902,44.020449600000006,-92.4645165,Twin Cities
419,3rd Ward,80337,,195 Morgan Ave,11237,40.7108748,-73.9338303,New York
420,3rd Swiss Rock| Blues Cruise,329346,,,,,,Genoa
421,3rd Floor Cantina,85955,,,,,,Austin
422,3rd Coast Showcase at G&s Lounge,1680023,,2420 South 1st Street,,30.24139550000001,-97.7601922,Austin
423,3rd St Pub,3514689,,314 SE 3rd st,97702,44.047203100000004,-121.3024818,Salem
424,3rd and 3rd,2865963,,301 NE 3rd Ave,33444,26.467296,-80.070026,Fort Lauderdale
425,The Venue on 3rd,2471404,,905 E. 3rd Street,45402,39.76201500000001,-84.17916899999999,Dayton
426,3rd & Lindsley Theater,1638718,,818 3rd Avenue South,37210,36.1521315,-86.7698468,Nashville
427,Delancey's on 3rd,2409649,,810 SOUTH 3RD,98059,47.4799,-122.20613999999999,Seattle
428,E3rd Steakhouse,983076,,734 E. Third St.,90013,34.0456229,-118.23675890000001,Los Angeles
429,3rd Floor Outside the Market,1438478,,395 Santa Monica Place,90401,34.0137849,-118.4942327,Los Angeles
430,The Cloverdale Playhouse - Joe Thomas Jr. 3rd Tuesday Guitar Pull,3082919,,960 Cloverdale Road,36106,32.3524483,-86.2925997,Montgomery
431,Patrick's on 3rd,2114289,,125 S. 3rd Street,,44.326204600000004,-93.95738730000001,Twin Cities
432,Back Bar - 3rd St.,2603548,,21 N. 3rd Street,95112,37.3374564,-121.8887263,SF Bay Area
433,3rd & Linsley,1111036,,818 3rd Ave S,37210,36.152210600000004,-86.76985859999998,Nashville
434,3rd & Lindley,710026,,,,,,Nashville
435,3rd & Army,2689308,,"Behind the Bus Depot, 3rd and Chavez",94107,37.7618242,-122.3985871,SF Bay Area
436,3rd Street Park,317791,,,,,,Indianapolis
437,The 3rd Degree,265676,,,,,,New York
438,4795 Sandhill Rd Unit 3,4011484,,4795 SANDHILL Rd,,36.10194,-115.09241999999999,Las Vegas
439,3rd Floor Underground (3FU),91140,,,,,,Bridgeport
440,3rd Eye (sol)ation Art Gallery,2463354,,1501 Broadway,11221,40.687249,-73.917631,New York
441,The Key Club (3rd Level Steve's Soul Food),2249769,,1440 Franklin Street,48226,42.33291,-83.03089,Detroit
442,3rd & Walnut,803291,,,,39.952335,-75.16378900000002,Philadelphia
443,53Rd & 3Rd,260246,,,,,,Moncton
444,E. 3rd,69988,,,,,,Los Angeles
445,3rd Rock,131035,,,,,,Twin Cities
446,3rd St Arts,242473,,711 Third Street Sw,87102,35.0783974,-106.6515551,Albuquerque
447,3rd Street Blues,808991,,,,,,Reno
448,3 rd & Girard street,2758633,,"1176 N. Third St., Philadelphia",,39.969632,-75.141769,Philadelphia
449,3rd Street Armory,2779003,,,,33.7489954,-84.3879824,Atlanta
450,3rd Presbyterian Church,1949524,,3358 Mchenry Ave,,39.14714,-84.571067,Cincinnati
451,3rd & B Streets,560936,,,,,,Sacramento
452,3rd Street Tap House,4140194,,112 N 3rd St,40004,37.80997,-85.46700000000001,Bardstown
453,War Memorial Auditorium,6192,,301 6th Ave N,37243,36.16449,-86.78313,Nashville
454,Off Broadway,300,400.0,3509 Lemp Avenue,63118,38.59035,-90.21918000000001,St Louis
455,Off Broadway,1278241,,63-65 Broadway Market,E8 4PH,51.53712700000001,-0.061359699999999996,London
456,Off Broadway Taproom,2922083,,218 E. Main St,47250,38.736018,-85.377978,Madison
457,Comedy off Broadway,3387754,,,,38.040583700000006,-84.50371640000002,Lexington
458,Off Broadway Hotel,544731,,"Bay st, Ultimo  Broadway Shopping Centre",2000,-33.883629799999994,151.19394450000001,Sydney
459,Erickson Theater Off Broadway,1021901,,1524 Harvard Ave,98122,47.6148041,-122.3220946,Seattle
460,Off Broadway Art Centre,11711,,639 Main Street,S7H 0J8,52.116771,-106.654372,Saskatoon
461,OFF BROADWAY MUSIC VENUE,4320869,,3509 Lemp Ave,63118,38.59036,-90.21935,St Louis
462,Jimmy Tingle's Off Broadway Theater,211623,,,,,,Boston / Cambridge
463,Stormy's Off Broadway,454291,,132 W. Second St.,,39.729978100000004,-121.8409534,Sacramento
464,Off Broadway Nightclub,124674,,,,,,Aurora
465,Bites Off Broadway,2345519,,365 45th St,,37.832915,-122.257369,SF Bay Area
466,Just Off Broadway Theatre,551076,,3051 Penn Valley Drive,64108,39.07203,-94.58819,Kansas City
467,Off Broadway Lounge,2272199,,,,,,Denver
468,Off-broadway Theatre,836071,,,,,,Milwaukee
469,Rib-Off On Broadway,2986868,,,,41.04422,-83.6499321,Findlay
470,The Geoffrey Off Broadway,3393914,,923 1st Ave,92101,32.7149465,-117.16377479999998,San Diego
471,Off Broadway Acoustic Blues Room,1224306,,639 Main Street,S7H0J8,52.116771,-106.654372,Saskatoon
472,Floyd L. Maines Veterans Memorial Arena (formerly Broome County Veterans Memorial Arena),2752978,,1 Stuart Street,13901,42.09617,-75.91281,Rochester
473,Altria Theater,2585343,,6 North Laurel St.,23220,37.5462,-77.45214,Richmond
474,Lakefront Arena Grounds,4302364,,,70122,30.00872,-90.06533,New Orleans
475,The Masquerade,196,4000.0,75 MLK Jr Drive SW,30303,33.75103,-84.39028,Atlanta
476,Purgatory at The Masquerade,1135851,220.0,75 MLK Jr Drive SW,30303,33.75103,-84.39028,Atlanta
477,Hell at The Masquerade,1142261,550.0,75 MLK Jr Drive SW,30303,33.7510307,-84.3902825,Atlanta
478,Heaven at The Masquerade,1244831,,75 MLK Jr Drive SW,30303,33.75103,-84.39028,Atlanta
479,The Masquerade - The Music Park,1113521,,695 North Ave,30308,33.7710375,-84.3648011,Atlanta
480,The New Masquerade,3649554,,"50 Lower Alabama St. SE, Suite 22",30308,33.7524039,-84.39000490000002,Atlanta
481,The Masquerade - The Loft,3419259,,695 North Ave NE,30308,33.7707416,-84.3644225,Atlanta
482,Historic Fourth Ward Park & Masquerade Music Park,3047199,,,,33.7489954,-84.3879824,Atlanta
483,Masquerade at Kennys Alley,3671694,,,,33.7489954,-84.3879824,Atlanta
484,Soldier Field,14732,61500.0,1410 S Museum Campus Dr # 2,60605,41.86611,-87.61729,Chicago
485,Stadium Green at Soldier Field,1013101,,1410 S. Museum Campus Dr.,60605,41.86383,-87.61631,Chicago
486,Soldier Field South Festival Lot,1064381,,1410 S. Museum Campus Drive,60616,41.862125299999995,-87.6167867,Chicago
487,Wente Vineyards,15093,,5050 Arroyo Road,94550,37.6232497,-121.7581561,SF Bay Area
488,Wente Vineyards Estate Winery,1915933,,5565 Tesla Road,94550,37.6650617,-121.72459860000001,SF Bay Area
489,Wente Vineyards Restaurant,1119861,,,,,,SF Bay Area
490,UNO Lakefront Arena,571396,10000.0,6801 Franklin Ave,70122,30.029013800000005,-90.0522748,New Orleans
491,Antone's,2195289,,305 E 5th St,78701,30.26605,-97.74039,Austin
492,Antone's - Old Location,1449,,213 W. Fifth St.,78701,30.267643699999997,-97.7453912,Austin
493,Antone's - Austin,4012209,,,78701,30.27292000000001,-97.74439,Austin
494,Antone's Nightclub,3205388,,305 5th St.,78701,30.26766,-97.74613000000001,Austin
495,Antone's Record Shop,755036,,2928 Guadalupe,78705,30.29625,-97.742616,Austin
496,Weddings San Antone,128422,,,,,,Austin
497,Antone's Record Store,3999014,,2928 Guadalupe St #101,78705,30.2964,-97.7426,Austin
498,Paul Paul Theatre,1255,,1121 South Chance Avenue,93702,36.73188,-119.75119,Fresno
499,Palace Theatre,3437364,,17 W. 7th Pl.,55102,44.94724,-93.0967,Twin Cities
500,Théâtre Paul Eluard,595281,,"4, Av De Villeneuve Saint Georges",95870,48.76635,2.41457,Paris
501,Ordway Theatre,189583,,,55102,44.93438,-93.11274,Twin Cities
502,Paul Poag Theatre,616771,,746 S . Main St .,78840,29.3576863,-100.8987743,Del Rio
503,"Lucille Little Theatre, Sts. Peter & Paul School",3240674,,423 West Short Street,40507,38.0505056,-84.49927149999998,Lexington
504,Théâtre Paul Eluard,2179859,,162 rue Maurice Berteaux,95870,48.931163700000006,2.2072574,Paris
505,John Paul Theatre at Phoenix College,1467248,,1202 W Thomas Road,85013,33.484574,-112.088656,Phoenix
506,Théâtre Paul-Émile Meloche,3488879,,"400, avenue Saint-Charles",J7V 6B1,45.39256810000001,-74.02592159999998,Montreal
507,"Merle Reskin Theatre, DePaul University",40616,,60 E. Balbo Ave.,60605,41.8734096,-87.6253245,Chicago
508,Steppingstone Theatre,1044011,,55 Victoria Street North,55104,44.94316,-93.13682,Twin Cities
509,Paul Robeson Theatre,3639429,,"High St, Hounslow",TW3 1ES,51.46935,-0.35991999999999996,London
510,Paul Robeson Theatre - Rainier Beach High School,2323019,,8815 Seward Park Avenue South,98118,47.5244347,-122.26619099999999,Seattle
